RES_ID,Fecha_Viaje,Fecha_Reserva,Lead_Time_Dias,Noches_Estancia,Barco,Compañia,Tipo_Ruta,Suite_Type,Booking_Source,Package,Guest_Country,Cabinas_Totales_Barco,Cabinas_Reservadas,Porcentaje_Ocupacion_Ciclo,Pasajeros_Reserva,Tripulacion,Ingreso_Total_Reserva_USD,Gasto_Promedio_Diario_Huesped_USD,Puntuacion_Satisfaccion
RES-39765,2020-02-15,2019-11-13,94.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board,USA,1643,2,83.39,2,1388,5392.98,134.01,4.4
RES-39766,2020-02-15,2019-11-13,94.0,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,Full Board,USA,1250,1,71.67,2,1458,1662.78,194.33,4.8
RES-39767,2020-02-15,2019-12-24,53.0,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,CANADA,1250,1,71.67,1,1458,1046.19,183.13,5.0
RES-39768,2020-02-15,2019-11-21,86.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board,USA,1250,2,71.67,2,1458,2082.84,181.54,4.8
RES-39769,2020-02-15,2019-12-28,49.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive + EXC,MEXICO,1250,1,71.67,1,1458,1099.26,200.82,4.9
RES-39770,2020-02-15,2019-11-28,79.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,Full Board,FRANCE,1250,2,71.67,2,1458,2152.5,193.15,4.6
RES-39771,2020-02-15,2019-11-03,104.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,UNKNOWN,1250,1,71.67,2,1458,1668.0,195.2,4.8
RES-39772,2020-02-15,2019-11-20,87.0,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,Full Board + EXC,USA,1250,1,71.67,2,1458,1548.24,175.24,5.0
RES-39773,2020-02-15,2019-12-27,50.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive + EXC,MEXICO,1250,1,71.67,1,1458,1066.83,190.01,4.7
RES-39774,2020-02-15,2019-11-27,80.0,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,Web,All Inclusive,GERMANY,1250,1,71.67,1,1458,1061.82,188.34,5.0
RES-39775,2020-02-15,2019-10-20,118.0,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board,SPAIN,1250,1,71.67,1,1458,1068.84,190.68,5.0
RES-39776,2020-02-15,2019-12-25,52.0,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive + EXC,CANADA,1250,1,71.67,1,1458,1088.94,197.38,4.6
RES-39777,2020-02-15,2019-09-26,142.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,Full Board,UK,1250,1,71.67,2,1458,1623.54,187.79,5.0
RES-39778,2020-02-15,2020-01-02,44.0,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive + EXC,CANADA,1250,1,71.67,1,1458,1070.07,168.85,4.7
RES-39779,2020-02-15,2019-10-24,114.0,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board + EXC,USA,1250,2,71.67,6,1458,4309.2,184.2,5.0
RES-39780,2020-02-15,2019-12-21,56.0,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,All Inclusive + EXC,GERMANY,1250,1,71.67,2,1458,1704.0,201.2,4.9
RES-39781,2020-02-15,2019-10-21,117.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Web,All Inclusive + EXC,SPAIN,2612,1,72.96,2,1688,1986.4,115.84,4.2
RES-39782,2020-02-15,2019-11-05,102.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Web,Full Board + EXC,USA,2612,1,72.96,2,1688,2076.6,124.86,4.1
RES-39783,2020-02-15,2020-01-30,16.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,B2B,Full Board,UK,2612,1,72.96,1,1688,1535.2,141.44,4.2
RES-39784,2020-02-15,2019-11-09,98.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,B2B,All Inclusive,ITALY,2612,1,72.96,2,1688,2196.7,136.87,4.1
RES-39785,2020-02-15,2019-12-17,60.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Direct,All Inclusive + EXC,UK,2612,1,72.96,2,1688,2134.8,168.85,4.1
RES-39786,2020-02-15,2019-11-07,100.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Web,All Inclusive,FRANCE,2612,1,72.96,1,1688,1467.1,127.82,4.1
RES-39787,2020-02-15,2019-10-30,108.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,B2B,All Inclusive,GERMANY,2612,1,72.96,1,1688,1486.05,131.61,4.2
RES-39788,2020-02-15,2019-10-28,110.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,All Inclusive,USA,2612,1,72.96,2,1688,2060.5,123.25,4.4
RES-39789,2020-02-15,2019-11-27,80.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Suite,Direct,All Inclusive,CANADA,2612,1,72.96,2,1688,2065.0,123.7,4.2
RES-39790,2020-02-15,2019-11-20,87.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Web,All Inclusive,USA,2612,1,72.96,1,1688,1479.1,130.22,4.0
RES-39791,2020-02-15,2019-12-25,52.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Web,Full Board + EXC,USA,2612,1,72.96,3,1688,2876.25,136.55,4.3
RES-39792,2020-02-15,2019-12-24,53.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,All Inclusive + EXC,USA,2612,2,72.96,2,1688,3032.3,137.63,4.3
RES-39793,2020-02-15,2019-11-17,90.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,B2B,Full Board,GERMANY,2612,1,72.96,2,1688,1993.7,116.57,4.3
RES-39794,2020-02-15,2019-06-25,235.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Direct,Full Board,GERMANY,2612,1,72.96,1,1688,1448.4,124.08,4.3
RES-39795,2020-02-15,2019-12-11,66.0,5,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,All Inclusive + EXC,UK,2612,1,72.96,1,1688,1525.8,139.56,4.2
RES-39796,2020-02-15,2019-11-10,97.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,All Inclusive + EXC,FRANCE,1646,1,80.75,1,1416,2637.92,164.14,4.6
RES-39797,2020-02-15,2019-11-30,77.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,Full Board,GERMANY,1646,1,80.75,1,1416,2645.84,165.13,4.7
RES-39798,2020-02-15,2019-12-11,66.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board,UNKNOWN,1646,1,80.75,2,1416,4004.64,168.85,5.0
RES-39799,2020-02-15,2019-12-20,57.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,Direct,All Inclusive + EXC,GERMANY,1646,1,80.75,2,1416,4047.2,168.85,4.7
RES-39800,2020-02-15,2019-12-22,55.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,GERMANY,1646,1,80.75,2,1416,3843.68,157.43,4.7
RES-39801,2020-02-15,2019-12-30,47.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,B2B,All Inclusive,USA,1646,1,80.75,2,1416,3724.96,150.01,4.9
RES-39802,2020-02-15,2019-12-30,47.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive,SPAIN,1646,1,80.75,1,1416,2669.36,168.07,4.7
RES-39803,2020-02-15,2019-10-19,119.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,Full Board + EXC,UK,1646,1,80.75,1,1416,2589.6,158.1,4.5
RES-39804,2020-02-15,2019-12-31,46.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,Full Board,USA,1646,1,80.75,2,1416,3749.92,151.57,4.8
RES-39805,2020-02-15,2019-11-26,81.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive + EXC,GERMANY,1646,1,80.75,3,1416,5205.6,161.7,4.5
RES-39806,2020-02-15,2019-12-05,72.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,Full Board,FRANCE,1646,1,80.75,1,1416,2534.0,151.15,4.5
RES-39807,2020-02-15,2019-10-11,127.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,USA,1646,1,80.75,2,1416,3759.52,152.17,4.8
RES-39808,2020-02-15,2019-11-17,90.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,B2B,All Inclusive,USA,1646,1,80.75,2,1416,3741.12,151.02,4.7
RES-39809,2020-02-15,2019-09-16,152.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,USA,1646,2,80.75,2,1416,5270.88,163.83,5.0
RES-39810,2020-02-15,2019-10-15,123.0,8,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board + EXC,USA,1646,2,80.75,2,1416,5464.32,175.92,4.9
RES-39811,2020-02-15,2019-11-01,106.0,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,Web,All Inclusive + EXC,USA,1347,1,86.49,2,1253,7904.96,199.52,5.0
RES-39812,2020-02-15,2019-09-02,166.0,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Direct,Full Board + EXC,SPAIN,1347,1,86.49,2,1253,8215.2,210.6,4.9
RES-39813,2020-02-15,2020-01-04,42.0,14,Queen Mary 2,Cunard Line,Transatlántico,Suite,Web,All Inclusive,SPAIN,1347,1,86.49,1,1253,5194.84,205.46,4.5
RES-39814,2020-02-15,2019-12-15,62.0,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,B2B,All Inclusive + EXC,USA,1347,1,86.49,2,1253,7918.4,168.85,4.7
RES-39815,2020-02-15,2019-11-09,98.0,14,Queen Mary 2,Cunard Line,Transatlántico,Suite,Direct,Full Board + EXC,UK,1347,1,86.49,1,1253,5387.9,168.85,4.7
RES-39816,2020-02-15,2019-12-09,68.0,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Web,Full Board,SPAIN,1347,1,86.49,1,1253,5326.3,214.85,4.7
RES-39817,2020-02-15,2019-12-02,75.0,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,Full Board,USA,1347,1,86.49,1,1253,4773.72,175.38,4.9
RES-39818,2020-02-15,2019-12-17,60.0,14,Queen Mary 2,Cunard Line,Transatlántico,Suite,B2B,Full Board,SPAIN,1347,2,86.49,4,1253,15957.2,168.85,4.6
RES-39819,2020-02-15,2019-11-29,78.0,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,B2B,All Inclusive,UK,1347,1,86.49,2,1253,16158.268000000002,210.29,4.8
RES-39820,2020-02-15,2019-11-22,85.0,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,Full Board,USA,1347,1,86.49,1,1253,4729.34,172.21,5.0
RES-39821,2020-02-15,2019-12-23,54.0,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,Full Board,GERMANY,1347,1,86.49,1,1253,4988.76,190.74,4.6
RES-39822,2020-02-15,2019-12-24,53.0,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Web,All Inclusive,MEXICO,1347,1,86.49,2,1253,7743.96,193.77,4.6
RES-39823,2020-02-15,2020-01-19,27.0,14,Queen Mary 2,Cunard Line,Transatlántico,Suite,Web,All Inclusive,MEXICO,1347,1,86.49,2,1253,7586.88,188.16,4.8
RES-39824,2020-02-15,2019-09-10,158.0,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,Direct,Full Board,MEXICO,1347,1,86.49,2,1253,7836.08,197.06,5.0
RES-39825,2020-02-15,2019-10-04,134.0,14,Queen Mary 2,Cunard Line,Transatlántico,Suite,B2B,All Inclusive + EXC,UK,1347,1,86.49,2,1253,8256.64,212.08,4.9
RES-39826,2020-02-15,2019-12-11,66.0,8,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,All Inclusive + EXC,USA,2732,1,80.0,1,1500,2298.8,121.75,4.4
RES-39827,2020-02-15,2019-12-02,75.0,8,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board,USA,2732,1,80.0,1,1500,2266.16,117.67,4.1
RES-39828,2020-02-15,2019-10-05,133.0,8,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,Full Board,MEXICO,2732,1,80.0,2,1500,3279.52,122.17,4.6
RES-39829,2020-02-15,2019-10-19,119.0,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,UK,2732,1,80.0,1,1500,2306.32,122.69,4.4
RES-39830,2020-02-15,2019-11-01,106.0,8,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,Full Board,GERMANY,2732,1,80.0,1,1500,2209.68,110.61,4.3
RES-39831,2020-02-15,2019-12-29,48.0,8,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,All Inclusive + EXC,GERMANY,2732,1,80.0,1,1500,2197.68,109.11,4.6
RES-39832,2020-02-15,2019-10-30,108.0,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,ITALY,2732,1,80.0,2,1500,3209.6,117.8,4.3
RES-39833,2020-02-15,2020-01-07,39.0,8,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive + EXC,GERMANY,2732,1,80.0,3,1500,4281.36,123.19,4.2
RES-39834,2020-02-15,2019-12-10,67.0,8,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board,MEXICO,2732,1,80.0,2,1500,3289.6,122.8,4.3
RES-39835,2020-02-15,2019-12-17,60.0,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive + EXC,GERMANY,2732,1,80.0,1,1500,2252.4,115.95,4.1
RES-39836,2020-02-15,2020-02-05,10.0,8,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Direct,All Inclusive,USA,2732,1,80.0,1,1500,2292.56,120.97,4.5
RES-39837,2020-02-15,2019-11-11,96.0,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,Full Board,FRANCE,2732,1,80.0,1,1500,2322.16,124.67,4.5
RES-39838,2020-02-15,2019-11-03,104.0,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,SPAIN,2732,1,80.0,2,1500,3260.48,120.98,4.4
RES-39839,2020-02-15,2019-11-23,84.0,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive + EXC,SPAIN,2732,1,80.0,1,1500,2300.56,121.97,4.5
RES-39840,2020-02-15,2019-12-15,62.0,8,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,GERMANY,2732,1,80.0,2,1500,3107.36,111.41,4.3
RES-39841,2020-02-16,2019-11-02,106.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Suite,Web,All Inclusive,MEXICO,2626,1,89.68,2,2138,3262.0,150.2,4.6
RES-39842,2020-02-16,2019-12-29,49.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Direct,Full Board,SPAIN,2626,2,89.68,4,2138,6605.2,153.1,4.5
RES-39843,2020-02-16,2019-12-12,66.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,Full Board,USA,2626,1,89.68,1,2138,2292.29,161.87,4.4
RES-39844,2020-02-16,2019-12-27,51.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Direct,Full Board + EXC,SPAIN,2626,1,89.68,2,2138,3180.94,144.41,4.5
RES-39845,2020-02-16,2019-12-13,65.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,All Inclusive + EXC,USA,2626,1,89.68,1,2138,2292.08,161.84,4.5
RES-39846,2020-02-16,2019-12-14,64.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,All Inclusive,GERMANY,2626,2,89.68,2,2138,4517.8,157.1,4.5
RES-39847,2020-02-16,2019-11-13,95.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Web,All Inclusive,MEXICO,2626,1,89.68,2,2138,3104.78,138.97,4.5
RES-39848,2020-02-16,2019-10-24,115.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive,GERMANY,2626,1,89.68,2,2138,3520.44,168.66,4.4
RES-39849,2020-02-16,2020-01-11,36.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Suite,B2B,All Inclusive,USA,2626,1,89.68,1,2138,2257.85,156.95,4.4
RES-39850,2020-02-16,2019-12-12,66.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,Full Board,USA,2626,2,89.68,2,2138,4338.32,144.28,4.7
RES-39851,2020-02-16,2020-01-01,46.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive + EXC,USA,2626,1,89.68,2,2138,3351.04,156.56,4.6
RES-39852,2020-02-16,2019-10-26,113.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,Full Board + EXC,USA,2626,2,89.68,6,2138,9240.0,164.8,4.6
RES-39853,2020-02-16,2020-01-07,40.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,Full Board,USA,2626,2,89.68,4,2138,6744.64,168.85,4.6
RES-39854,2020-02-16,2019-12-25,53.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,All Inclusive + EXC,CANADA,2626,1,89.68,2,2138,3312.54,153.81,4.5
RES-39855,2020-02-16,2019-12-19,59.0,7,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Direct,All Inclusive,USA,2626,1,89.68,2,2138,3163.86,143.19,4.3
RES-39856,2020-02-16,2019-11-24,84.0,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Web,Full Board,USA,2805,1,96.74,1,2350,2417.31,179.73,4.7
RES-39857,2020-02-16,2020-02-08,8.0,7,Icon of the Seas,Royal Caribbean,Caribe,Suite,Direct,Full Board,SPAIN,2805,2,96.74,4,2350,7375.76,180.62,4.6
RES-39858,2020-02-16,2019-12-03,75.0,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,Full Board,UK,2805,1,96.74,1,2350,2247.42,155.46,4.6
RES-39859,2020-02-16,2019-11-24,84.0,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive + EXC,USA,2805,2,96.74,2,2350,4832.24,179.56,4.8
RES-39860,2020-02-16,2019-10-08,131.0,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Web,Full Board + EXC,GERMANY,2805,1,96.74,1,2350,2396.03,176.69,4.5
RES-39861,2020-02-16,2019-12-19,59.0,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Direct,All Inclusive,USA,2805,1,96.74,2,2350,3771.88,186.62,4.8
RES-39862,2020-02-16,2020-01-01,46.0,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,All Inclusive + EXC,GERMANY,2805,2,96.74,4,2350,7085.68,170.26,4.7
RES-39863,2020-02-16,2019-11-19,89.0,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,All Inclusive + EXC,USA,2805,1,96.74,1,2350,2347.17,169.71,4.8
RES-39864,2020-02-16,2019-12-15,63.0,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,Full Board,ITALY,2805,1,96.74,2,2350,3597.86,174.19,5.0
RES-39865,2020-02-16,2019-12-23,55.0,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive + EXC,UK,2805,2,96.74,2,2350,4727.1,172.05,4.7
RES-39866,2020-02-16,2020-01-26,21.0,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Direct,All Inclusive + EXC,USA,2805,1,96.74,1,2350,2377.97,174.11,4.9
RES-39867,2020-02-16,2019-10-19,120.0,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Direct,All Inclusive + EXC,USA,2805,2,96.74,4,2350,7724.08,193.06,4.9
RES-39868,2020-02-16,2019-11-14,94.0,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,Full Board,SPAIN,2805,1,96.74,1,2350,2498.37,191.31,4.6
RES-39869,2020-02-16,2019-12-12,66.0,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Web,All Inclusive,USA,2805,1,96.74,2,2350,3747.52,184.88,4.9
RES-39870,2020-02-16,2019-12-03,75.0,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,Full Board,GERMANY,2805,1,96.74,1,2350,2505.09,192.27,4.7
RES-39871,2020-02-16,2019-11-25,83.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,Full Board,SPAIN,1643,1,91.38,2,1388,3816.0,129.2,4.7
RES-39872,2020-02-16,2019-11-13,95.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,UK,1643,2,91.38,4,1388,7550.28,126.93,4.4
RES-39873,2020-02-16,2019-10-24,115.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board,MEXICO,1643,1,91.38,1,1388,2651.4,129.0,4.6
RES-39874,2020-02-16,2019-11-24,84.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,Full Board + EXC,GERMANY,1643,2,91.38,4,1388,7934.04,137.59,4.5
RES-39875,2020-02-16,2019-12-14,64.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive,SPAIN,1643,1,91.38,1,1388,2644.38,128.22,4.5
RES-39876,2020-02-16,2019-12-18,60.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,Full Board,SPAIN,1643,1,91.38,2,1388,3918.96,134.92,4.5
RES-39877,2020-02-16,2019-11-09,99.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,Web,All Inclusive,USA,1643,1,91.38,1,1388,2703.6,134.8,4.6
RES-39878,2020-02-16,2020-01-26,21.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board + EXC,USA,1643,1,91.38,2,1388,3789.9,127.75,4.2
RES-39879,2020-02-16,2019-12-03,75.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Direct,All Inclusive,USA,1643,1,91.38,1,1388,2731.77,137.93,4.5
RES-39880,2020-02-16,2019-12-26,52.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Direct,Full Board,GERMANY,1643,2,91.38,4,1388,7928.28,137.43,4.6
RES-39881,2020-02-16,2020-01-22,25.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,GERMANY,1643,2,91.38,4,1388,7589.88,128.03,4.5
RES-39882,2020-02-16,2019-09-29,140.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive + EXC,USA,1643,2,91.38,2,1388,5459.76,137.72,4.4
RES-39883,2020-02-16,2019-10-30,109.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,USA,1643,1,91.38,2,1388,4016.52,140.34,4.3
RES-39884,2020-02-16,2019-12-27,51.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board + EXC,FRANCE,1643,1,91.38,2,1388,4105.8,145.3,4.3
RES-39885,2020-02-16,2019-12-23,55.0,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,Full Board + EXC,MEXICO,1643,1,91.38,1,1388,2722.95,136.95,4.6
RES-39886,2020-02-16,2020-01-31,16.0,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,Full Board,MEXICO,1250,1,75.21,2,1458,2162.88,187.56,4.9
RES-39887,2020-02-16,2019-09-18,151.0,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board,UK,1250,2,75.21,4,1458,4174.08,178.08,4.8
RES-39888,2020-02-16,2019-11-01,107.0,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,All Inclusive + EXC,USA,1250,2,75.21,2,1458,2899.6,196.85,5.0
RES-39889,2020-02-16,2019-11-18,90.0,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive + EXC,SPAIN,1250,1,75.21,1,1458,1476.16,203.44,4.8
RES-39890,2020-02-16,2019-12-07,71.0,4,Disney Dream,Disney Cruise Line,Bahamas,Suite,Web,Full Board + EXC,SPAIN,1250,1,75.21,2,1458,2159.92,187.19,5.0
RES-39891,2020-02-16,2019-12-29,49.0,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board,SPAIN,1250,2,75.21,4,1458,4221.76,181.06,4.9
RES-39892,2020-02-16,2019-11-20,88.0,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,Full Board,UK,1250,1,75.21,1,1458,1477.64,203.81,4.9
RES-39893,2020-02-16,2019-12-19,59.0,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board + EXC,USA,1250,1,75.21,2,1458,2070.88,176.06,4.9
RES-39894,2020-02-16,2019-11-22,86.0,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board,USA,1250,1,75.21,1,1458,1416.08,188.42,5.0
RES-39895,2020-02-16,2019-12-10,68.0,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board + EXC,UK,1250,1,75.21,1,1458,1379.68,179.32,4.6
RES-39896,2020-02-16,2020-02-11,5.0,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board,SPAIN,1250,1,75.21,1,1458,1370.84,177.11,5.0
RES-39897,2020-02-16,2019-12-22,56.0,4,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Direct,Full Board,SPAIN,1250,1,75.21,2,1458,2285.28,202.86,4.8
RES-39898,2020-02-16,2019-11-16,92.0,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board + EXC,CANADA,1250,1,75.21,1,1458,1414.68,188.07,4.9
RES-39899,2020-02-16,2020-01-01,46.0,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive + EXC,USA,1250,1,75.21,2,1458,2118.32,181.99,4.6
RES-39900,2020-02-16,2019-12-27,51.0,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,Full Board,USA,1250,1,75.21,2,1458,2141.84,184.93,5.0
RES-39901,2020-02-16,2019-11-06,102.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Direct,All Inclusive + EXC,USA,2612,1,86.96,1,1688,1805.4,135.3,4.3
RES-39902,2020-02-16,2019-10-30,109.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Direct,Full Board + EXC,USA,2612,1,86.96,1,1688,1796.4,133.8,4.2
RES-39903,2020-02-16,2019-12-04,74.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,Full Board,CANADA,2612,1,86.96,1,1688,1799.88,134.38,4.0
RES-39904,2020-02-16,2019-10-10,129.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,All Inclusive + EXC,ITALY,2612,1,86.96,1,1688,1820.04,137.74,4.2
RES-39905,2020-02-16,2019-09-04,165.0,6,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Web,All Inclusive,GERMANY,2612,2,86.96,2,1688,3590.4,133.6,4.2
